run_name,cassette_name,region_name,panel_name,panel_design_id,predesigned_panel_id,region_area,total_cell_area,total_high_quality_decoded_transcripts,fraction_transcripts_decoded_q20,fraction_predesigned_transcripts_decoded_q20,fraction_custom_transcripts_decoded_q20,nuclear_transcripts_per_100um2,decoded_transcripts_per_100um2,adjusted_negative_control_probe_rate,adjusted_negative_control_codeword_rate,adjusted_genomic_control_probe_rate,negative_control_probe_counts_per_control_per_cell,genomic_control_probe_counts_per_control_per_cell,estimated_number_of_false_positive_transcripts_per_cell,estimated_number_of_false_positive_transcripts_per_cell_including_genomic_counts,num_cells_detected,fraction_empty_cells,cells_per_100um2,fraction_transcripts_assigned,median_genes_per_cell,median_predesigned_genes_per_cell,median_custom_genes_per_cell,median_transcripts_per_cell,median_predesigned_transcripts_per_cell,median_custom_transcripts_per_cell,thickness_transcripts_high_quality,stain_definition,segmented_cell_stain_frac,segmented_cell_boundary_frac,segmented_cell_interior_frac,segmented_cell_nuc_expansion_frac,segmented_cell_boundary_count,segmented_cell_interior_count,segmented_cell_nuc_expansion_count,fraction_of_ambiguous_nucleus_mask_pixels,fraction_of_ambiguous_cell_mask_pixels,fraction_of_nucleus_polygons_removed,fraction_of_cell_polygons_removed,fraction_of_nuclei_without_cell,number_of_cell_non_simple_polygons,number_of_cell_multi_polygons,number_of_nucleus_non_simple_polygons,number_of_nucleus_multi_polygons,segmented_cell_imported_frac,segmented_cell_imported_count
EXP-02007-02008,EXP-02008,TSS10546-010,mMulti_480g,TV46KD,,13690443.155625,6663783.05892005,46945190,0.722318592523798,,,709.68565916394,687.417831507615,0.00204334550197577,0.0023261389721164,,0.000994242994734114,,0.477236637472375,,183255,1.09137540585946e-05,1.33856149079225,0.975776921980718,91,,,232,,,7.80898795326256,xenium_cell_segmentation_stains_v1,0.992993369894409,0.0103680663556247,0.982625303538785,0.00700663010559057,1900,180071,1284,,,,,,,,,,,
EXP-02007-02008,EXP-02008,TSS10938-001,mMulti_480g,TV46KD,,108234068.06625,35731699.977807,151456314,0.908334608867032,,,426.286550100696,377.033522288822,0.0219757338635509,0.000526514504066323,,0.0106349868806684,,5.10479370272081,,534326,0.00203059555402507,0.493676353061902,0.889500631845563,68,,,175,,,8.49198083414406,xenium_cell_segmentation_stains_v1,0.968895393448943,0.227407986884411,0.741487406564532,0.0311046065510568,121510,396196,16620,,,,,,,,,,,
EXP-02025-02026_032626,EXP-02025,TSS00011,mvagal nerve_480g,EC2ACB,,13980189.6335937,1352029.83282736,9121130,0.790525306589616,,,600.125166449667,619.389661135482,0.0105034546338973,0.000874800111695808,,0.00815519555214724,,3.91449386503068,,20864,0.01423504601227,0.149239749580111,0.918124508695743,70,,,153,,,10.5480921887929,xenium_cell_segmentation_stains_v1,0.889666411042945,0.0975364263803681,0.792129984662577,0.110333588957055,2035,16527,2302,,,,,,,,,,,
EXP-02025-02026_032626,EXP-02025,TSS10546-016,mvagal nerve_480g,EC2ACB,,12811708.5364062,6408662.70028443,43795134,0.747879130055723,,,689.118524709137,667.317769713515,0.00262178744862118,0.00188682506955759,,0.00128286774872775,,0.615776519389318,,174297,0.000510622672794114,1.36045086808454,0.976504490202039,84,,,229,,,9.29360092465457,xenium_cell_segmentation_stains_v1,0.990711257221868,0.0308955403707465,0.959815716851122,0.00928874277813158,5385,167293,1619,,,,,,,,,,,
EXP-02025-02026_032626,EXP-02026,TSS00010,mvagal nerve_480g,EC2ACB,,11770478.33875,1566486.21920567,11673969,0.807963842656894,,,624.894803024751,678.464442884743,0.011348517201287,0.000755786124360729,,0.00953388984303231,,4.57626712465551,,25037,0.0015177537244877,0.212710131903262,0.910406049562064,76,,,171,,,9.59711085908997,xenium_cell_segmentation_stains_v1,0.886408115988337,0.120861125534209,0.765546990454128,0.113591884011663,3026,19167,2844,,,,,,,,,,,
EXP-02025-02026_032626,EXP-02026,TSS10546-015,mvagal nerve_480g,EC2ACB,,12370408.8328125,6272828.22488502,43232610,0.736120634630149,,,697.12311362057,673.507491124936,0.00301597952320445,0.00208401890959221,,0.00147738061261933,,0.709142694057278,,171689,0.00125226426853209,1.38790077450468,0.97722455341003,84,,,230,,,9.92090964612825,xenium_cell_segmentation_stains_v1,0.99023816319042,0.0455125255549278,0.944725637635492,0.00976183680958011,7814,162199,1676,,,,,,,,,,,
EXP-01977-01978_022626,EXP-01977,TMA00326,mother_952g,YVWBTQ,ZEHF9H,157006527.245781,33394166.2010818,0,0.0,0.0,0.0,,0.0,,,,,,,,196146,,0.124928564079982,,,,,,,,,xenium_cell_segmentation_stains_v2,0.0478877978648558,0.00376250344131412,0.0441252944235416,0.952112202135144,738,8655,186753,,,,,,,,,,,
EXP-01967-01968_021226,EXP-01967,TIS10546-002-002-033,mother_952g,YVWBTQ,ZEHF9H,14903220.3665625,7645706.47331291,57522726,0.729465652672919,0.731507007974596,0.726009231866658,674.892509133857,718.299089713856,0.000742050402480467,0.0011930358977691,0.00113540495707371,8.86600822079744e-05,0.000137077747361414,0.173064480469966,0.267575762849481,221633,9.02392694224208e-06,1.48714837832812,0.954736394099264,136,78,58,215,137,78,4.19965921994943,xenium_cell_segmentation_stains_v2,0.990123311961666,0.0305866003708834,0.959536711590783,0.00987668803833364,6779,212665,2189,,,,,,,,,,,
EXP-01967-01968_021226,EXP-01967,TMA00320,mother_952g,YVWBTQ,ZEHF9H,88924265.8315625,32331117.0518692,326665164,0.829549842368722,0.828380994582512,0.830978725935585,908.499499087858,937.758517633624,0.0010001811989492,0.000294321667103293,0.00170327248334698,0.000555096856144808,0.000839167889024986,1.08354906319466,1.63805571937677,236175,0.00125330792844291,0.265591172208669,0.928130200011165,346,166,179,950,536,412,4.04941084560661,xenium_cell_segmentation_stains_v2,0.980836244310363,0.0443654070075156,0.936470837302847,0.0191637556896369,10478,221171,4526,,,,,,,,,,,
EXP-01967-01968_021226,EXP-01968,TIS10546-002-002-034,mother_952g,YVWBTQ,ZEHF9H,13604461.681875,7659135.62645663,58662845,0.748405648593895,0.750210198597733,0.745364022030996,685.579958131365,735.488634062237,0.00072779400371706,0.000898410398712659,0.00106950490197919,8.82109231301561e-05,0.000133983042689859,0.172187721950065,0.261534899330605,219644,1.36584655169303e-05,1.61449975115611,0.960268326570251,139,79,60,222,141,80,4.17190112264326,xenium_cell_segmentation_stains_v2,0.991504434448471,0.00334632405164721,0.988158110396824,0.00849556555152884,735,217043,1866,,,,,,,,,,,
